,business_id,stars_y,categories_count,location,open,environment,value,taste,food,survice,feeling
671,gPZj-XXVwFHgd8zjJPzVCw,3.5,3,3.67,4.33,5.0,3.35,4.05,5.0,4.2,5.0
672,gRpb1HS7A8l3i4yttY3r6g,3.5,5,3.7,3.5,3.9,3.35,4.05,3.98,2.82,3.79
673,gXbnZhu_bspTGGbyFEAqlQ,5.0,5,4.0,4.0,3.9,4.75,4.05,3.98,4.5,3.33
674,gas3YSrKkEcBliUHhnOLTg,3.5,5,4.0,3.29,3.9,4.75,4.05,3.98,4.0,3.33
675,gbQN7vr_caG_A1ugSmGhWg,3.5,7,4.06,2.0,3.9,4.12,4.05,3.98,4.03,5.0
676,gc_GGat7TgNCmrgc4nVOgw,3.5,6,4.06,4.12,3.9,4.12,4.05,3.98,4.03,3.98
677,ghc7Yqr7RkNbj3ydTpGuRQ,4.5,2,4.5,5.0,4.0,5.0,5.0,4.0,5.0,5.0
678,giT2D-Ha7OAKToRy8r6Rrg,5.0,5,4.17,3.5,3.41,5.0,5.0,3.49,2.75,3.0
679,grMGcknOj2ZDDFp7NsdYjw,2.5,2,4.17,4.0,3.41,5.0,5.0,3.49,2.75,4.29
680,guaH7vasUREIJHWk28IEFw,2.5,3,4.17,4.39,3.41,5.0,5.0,3.49,2.75,4.29
681,gvIUq0gN1zA_NkYq2hkt-w,2.5,3,4.5,5.0,3.41,5.0,5.0,3.49,4.5,3.33
682,gzF1S0-mQLGRRKC0QoFFJw,5.0,4,4.33,5.0,3.41,5.0,5.0,3.49,4.0,3.33
683,h0ODf_rHyeKegIWuhQ7VMg,5.0,6,4.4,3.0,3.41,5.0,3.21,3.49,4.0,3.35
684,h6t-dQ1udLHs0ogBFAAPGw,4.0,5,4.0,2.67,3.41,2.67,3.21,3.49,5.0,3.35
685,hAE5dJeiKcPDuUDpGmtCgQ,1.0,2,5.0,4.5,3.41,5.0,3.21,3.49,5.0,3.35
686,hCsJv234v62MgdsUU1j8dQ,3.5,2,3.38,3.31,3.41,3.63,3.21,3.49,3.61,3.35
687,hOJ5c8kA1bnhJuOAh_QjfA,3.0,7,4.41,4.28,4.33,4.49,5.0,4.15,4.3,4.19
688,hXY9Yq0nOLgHsWLbjam--A,3.0,3,4.22,4.23,4.33,4.3,4.14,4.15,4.35,4.27
689,hgQOESYp7CF4LnNI90XEiw,3.5,4,3.68,3.51,3.59,3.72,3.5,3.61,3.74,3.88
690,hjnkZ5aNxc42quli_x6R_Q,3.0,3,3.39,4.0,4.5,3.38,4.0,3.35,4.5,3.62
691,hl6s4hGsJDcRhHIWrSM-UA,4.5,16,3.39,3.65,4.5,3.38,4.0,3.35,3.56,3.62
692,hmQpLGx52YgyYvvJYa4F-Q,3.5,2,3.0,3.57,3.0,3.0,4.0,3.0,5.0,3.8
693,hmRR9whRtnbV5LyIC3Bxrg,3.5,2,3.0,3.57,3.0,3.0,4.0,3.0,3.0,3.8
694,hvridAom9cjx4mfFYasVrA,3.5,4,3.64,3.57,2.0,3.45,4.0,2.84,3.4,3.8
695,hvz-FzjCOWF0hIYltzMPKQ,5.0,13,3.08,2.12,2.0,3.0,4.0,2.84,3.0,3.5
696,hwwSII35ZAmhl3pTDhUTRQ,2.5,5,2.5,1.0,2.0,2.5,4.0,2.84,3.0,4.0
697,hySFMXFqyb7rNuxS8koNrQ,2.5,5,2.5,2.72,2.0,2.5,4.0,2.84,3.17,4.0
698,i0ToFQWsWPzFEC1eAxBh6Q,2.5,3,2.67,2.55,1.0,2.5,4.0,3.17,3.09,2.33
699,i2o3CQhS0IN2LqJX1O7uwg,3.5,5,5.0,5.0,1.0,2.0,5.0,1.0,4.0,2.75
700,i2wylw0UPybHn2OOrn4Gmg,3.5,4,3.67,4.67,1.0,2.0,5.0,1.0,4.0,2.75
701,iAFuk0qr9Q8ta6_bIRbZkA,2.0,2,5.0,1.5,1.0,2.0,5.0,1.0,2.0,2.75
702,iPjg6Id5JRu_3AkEgbNRtA,3.5,2,3.0,2.67,1.0,3.76,5.0,1.0,2.0,2.75
703,iR_vhTcQbPN_aEk3HxEQ8A,4.0,5,3.73,3.82,1.0,3.76,5.0,5.0,3.74,3.69
704,iRf1L16ozU-rSfE2MtSIlA,1.5,3,4.2,3.83,4.5,4.2,5.0,4.0,5.0,5.0
705,iSACB-ymuax7IiqjTkPdJA,4.0,2,4.28,4.5,4.5,4.0,4.5,4.0,4.0,4.17
706,iT_z6pzoK1AbqaBrDbXhlQ,4.0,5,4.28,3.67,4.5,4.0,4.5,4.0,4.0,3.29
707,iX2c4IzH_L5F6FM5GD3SUQ,4.5,6,3.74,3.75,4.22,3.85,3.76,3.48,3.83,3.84
708,iXHFZEYZ_NPwmbvgKaGlbQ,1.0,2,3.5,4.5,5.0,5.0,4.0,4.25,5.0,5.0
709,iXMjZr8tdYDt0Kg2C4MBgQ,5.0,13,4.0,5.0,5.0,5.0,4.0,4.25,5.0,5.0
710,ia5Vm-JoBdNwdAoHMGzCfg,5.0,6,2.75,3.54,5.0,4.0,4.0,4.25,4.0,3.57
711,iddCbqVjGa0NwvXp7aG6BQ,3.5,2,3.0,3.0,5.0,3.0,4.0,4.25,2.0,4.0
712,iktVOiEe5mLHmonoYcU1ZA,4.0,3,3.0,4.0,5.0,3.0,4.0,4.25,2.0,4.0
713,inYydawfdLVmcdu6wcKSjg,4.0,5,3.18,3.33,5.0,1.0,4.0,4.25,3.75,3.5
714,iojTeSaoPuxm4WeCzDUA6w,4.5,7,3.57,3.31,5.0,1.67,5.0,4.25,3.63,3.11
715,ivXSATui5znHvRuVExj3vw,3.0,3,3.17,4.25,5.0,5.0,3.0,4.25,4.0,3.0
716,iwGhazq9eP51PSerTrMrwg,4.0,9,4.09,3.56,4.0,3.8,1.0,4.11,4.43,3.78
717,iznuYVvpcBC3JGeWEoV0FQ,4.0,4,4.0,3.5,1.0,3.2,1.0,3.0,5.0,5.0
718,j44WXPk22-s6MtoeRiFlNA,3.5,2,3.7,3.77,2.86,4.5,4.5,3.0,3.84,3.79
719,j6D75GAJu6LdvRR1_OsxnA,3.5,3,5.0,3.15,2.86,5.0,3.0,3.0,5.0,3.83
720,j8DRGteeJ6iBy918RWiEog,4.5,4,3.0,3.15,2.86,3.53,3.0,3.0,2.43,3.83
721,j8Sdor4_SkPBD7fhC8IS8w,3.5,2,1.0,3.0,2.86,3.53,3.6,3.0,2.43,3.0
722,jBR8acKJbBCbi_W4HNJ-6A,5.0,2,1.0,3.47,2.86,3.53,3.6,3.0,3.28,3.17
723,jItm9rWFREGUkHMJZRbbPg,3.5,2,3.3,3.47,2.86,3.53,3.6,3.0,3.28,3.17
724,jJ2ca6wqp_YwTsdAWzplkQ,4.5,6,2.88,2.91,2.86,2.76,3.0,3.12,3.3,3.41
725,jKLbTpVhEZd3wxuwMnG-Yg,5.0,2,4.5,3.88,5.0,3.0,5.0,4.67,3.3,4.5
726,jOfJN45LMZSGbpPwJRe2pg,5.0,4,1.67,3.88,3.0,3.0,5.0,4.03,3.3,2.0
727,jPhxi_U9bxDmSSyB-qMgGg,5.0,3,3.89,3.67,3.0,5.0,5.0,4.03,5.0,3.75
728,jQShahssYuCqp_rCq1vNkQ,4.0,3,4.0,3.5,3.0,4.25,5.0,4.03,5.0,5.0
729,jQwlnW_SXpCvW_YQvV6zqg,2.0,1,4.0,5.0,3.0,3.62,5.0,4.03,5.0,5.0
730,jVNim3OiYjzu3FJuBK99cQ,4.0,4,4.0,5.0,3.0,3.62,5.0,4.03,3.32,5.0
731,jYU4Nd71giCWpLuj5JIxgg,3.5,5,3.78,3.67,3.0,3.62,5.0,4.03,3.32,3.61
732,jZs0g2iygqyFlA5pEA2Eyg,4.5,1,3.67,3.67,3.0,4.07,3.5,4.03,2.0,5.0
733,jbKiVMFrGBCVrjJUnGBsyA,2.0,3,4.0,3.7,3.0,4.07,3.5,4.03,2.0,3.5
734,jjvzKkIbgqUKDtN9jT7iKg,5.0,8,3.73,3.7,3.0,4.07,3.5,4.03,3.89,4.0
735,jobP3ywRd3QNZ_GCoPG2DQ,3.5,2,3.73,3.64,3.0,3.72,3.5,4.03,3.56,3.4
736,jozzH4XCEM9yQFjLAc3_zA,4.5,3,3.19,3.1,5.0,3.24,3.24,1.5,3.37,3.13
737,jpv0xJhews5F71O5NjXetQ,4.5,6,3.23,3.23,4.62,2.93,2.67,3.84,3.62,3.12
738,jubHvev4-PO1PBNHFD73vw,4.0,2,4.33,4.33,4.62,4.0,4.0,3.84,4.11,3.6
739,jx3X4e4eZaGl5zjISBFtMQ,4.0,3,3.87,4.0,4.62,3.91,4.35,3.84,2.0,4.0
740,jzQ5T6_Ikrng8zGdvd_45g,5.0,5,3.87,3.0,4.62,3.91,4.35,3.84,3.72,5.0
741,k-dDZvTeLysoJvjHI-qr9g,3.0,2,3.87,3.91,4.62,3.91,4.35,3.84,3.72,3.97
742,k0XqHU1jHKj8omqLbbTceQ,4.5,3,3.4,3.4,4.25,2.33,4.3,4.29,4.5,3.33
743,k1Al9gybAXpcbIZNK4Eqgw,5.0,5,4.25,4.29,4.25,5.0,4.3,4.29,5.0,4.25
744,k2b3niokS_tosjah_rzCPw,3.5,2,4.25,4.29,4.25,4.38,4.3,4.29,4.32,4.25
745,kA-C7phIw_TmKZNNZsBALQ,4.0,6,3.57,3.5,5.0,2.0,2.0,4.57,5.0,4.0
746,kANF0dbeoW34s2vwh6Umfw,2.0,4,4.8,4.62,5.0,3.85,4.0,4.57,4.33,5.0
747,kEF7ubBHTRbYviW2XVtF8w,2.5,2,4.07,3.9,5.0,3.85,5.0,5.0,4.3,4.33
748,kGy_vTomM-yAEz6iRt_Unw,3.5,3,3.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0
749,kJbteCeQTiEB8Xdn9dA7rw,4.0,5,4.67,4.0,5.0,5.0,5.0,5.0,3.33,5.0
750,kO6SJv929D6_SQsUva2Mpg,4.0,5,4.67,4.67,5.0,4.5,5.0,5.0,4.75,5.0
751,kSWZrIFrwyj5wj52uQJwpA,5.0,4,4.6,4.0,5.0,5.0,5.0,5.0,3.67,1.0
752,kW4hWcGo1u7_wM1r9bvv0Q,2.0,5,4.6,4.0,5.0,5.0,5.0,5.0,3.86,4.0
753,kX1rLHqLHECUqACUEKnFsQ,5.0,8,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
754,kdnQwTsPHtL2_FxcjKb19g,5.0,9,4.67,2.0,5.0,5.0,5.0,5.0,5.0,5.0
755,kds044HPuEB_HzoR_EHLeQ,3.5,2,4.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0
756,khtMC2-PQf_ylbRkWvnutw,5.0,7,4.0,5.0,5.0,4.33,4.0,4.0,4.33,4.5
757,kkD5pal9rRzE4PjeYSL9mA,2.5,2,3.5,4.9,5.0,4.0,4.0,4.0,4.83,4.5
758,kkaA2z1MVwRnZfM1fSYbzA,2.0,3,4.0,4.67,2.5,3.75,4.0,3.88,4.43,4.5
759,klEZ5XCoRd5lwcEwK7cMXQ,3.5,2,4.67,3.5,2.5,3.75,4.0,3.88,4.43,3.67
760,l6ASM0yHJkv1r7HDh6S9sQ,2.5,2,4.6,4.33,5.0,5.0,4.0,4.0,4.0,5.0
761,l7FwPwHbfVXx6QNTPotXlw,4.5,4,4.33,4.17,5.0,3.6,4.0,4.0,4.0,4.45
762,lB2bnoWizz44ubSypZcwTA,4.5,5,4.67,5.0,4.75,4.0,1.0,3.0,4.33,3.0
763,lJLRn9JArq3pJeUnJbxwkw,1.0,3,5.0,3.67,4.75,5.0,1.0,3.0,4.33,5.0
764,lNOPJU1mGMePKmRy268ziQ,5.0,4,4.0,3.67,4.75,4.0,1.0,3.0,4.33,5.0
765,lQXSrgfLPqvjfLDTFozUVA,4.5,3,3.75,5.0,4.75,4.0,1.0,3.0,3.0,5.0
766,lSO9qpXaZZWufIZzH5L1IQ,2.0,4,5.0,4.29,4.75,4.0,2.83,4.5,4.5,5.0
767,lStmpNBiielxyER1wF_Szg,5.0,4,5.0,4.29,4.75,4.0,2.83,3.88,3.5,5.0
768,lTU80hSQiTRLCelBkhEhkQ,4.0,2,4.0,4.43,4.75,4.0,2.83,3.88,4.0,4.0
769,lVULxfPrpjnlOzF_jilRAA,2.5,4,3.76,4.43,4.75,3.85,2.83,3.88,3.79,4.25
770,lXCmTGagqHuPgaeN2g2P1Q,3.5,2,4.0,4.42,5.0,4.2,2.5,4.67,4.38,3.0
771,m27ksOwMufwziErYt3Zu9A,1.0,5,3.67,5.0,5.0,5.0,2.5,5.0,5.0,4.0
772,m5JdqXrH-uUhYV4q7otytQ,4.5,6,3.67,5.0,5.0,5.0,2.5,5.0,4.0,4.0
773,mBpwj9aFRV9Mzem9Cbq5ZA,1.5,6,5.0,5.0,5.0,5.0,2.5,5.0,5.0,5.0
774,mEjR27KjPhhGXNNd2K7wLw,3.0,6,4.0,3.0,5.0,5.0,2.5,5.0,3.75,2.5
775,mQTem4Fcj3jlJ7xUaNj1wQ,4.0,2,3.33,3.0,5.0,4.0,2.5,1.0,3.75,4.67
776,mRjJFIVsR3TIVbwwkujpYw,1.5,2,5.0,4.0,5.0,4.0,5.0,4.33,3.75,4.67
777,mW4QpvxPAEeiUuMRINqZwg,4.5,2,2.0,3.6,5.0,4.0,5.0,4.33,4.14,4.0
778,mWfbt9IyLjZmnmUnsaVi0A,5.0,3,3.75,4.3,5.0,4.31,5.0,4.33,4.14,4.35
779,mdyUiIvgtMo6BkWKm3ksVg,2.5,2,4.25,5.0,5.0,3.0,5.0,4.33,5.0,5.0
780,me_UR1W9xfVaAAxGse07og,4.0,2,4.25,4.4,5.0,4.5,5.0,4.33,4.36,4.67
781,mlSfYxQ3Rmq939aCGrtrRg,1.0,3,4.75,4.0,5.0,5.0,5.0,4.33,5.0,5.0
782,ms3GkOSpgmnappA12BwQbQ,5.0,4,5.0,4.6,5.0,5.0,5.0,4.33,4.5,4.0
783,mvMih24zuSw_dZyU_LEY7g,2.0,3,5.0,4.6,5.0,5.0,5.0,4.33,4.59,4.25
784,mx6YUarYRhXxUqXiJ6mbIQ,4.5,2,5.0,4.0,5.0,5.0,5.0,4.25,4.57,4.8
785,myucQ9YVIiljEz7tHRhyLQ,2.5,3,5.0,5.0,4.0,3.2,5.0,5.0,4.75,4.85
786,nCrAPCA_8T82iKgIWhrfkA,4.5,3,4.83,4.62,4.0,3.2,5.0,5.0,4.75,4.85
787,nHDAxY-Gto-Q5eWFzave7Q,1.5,2,5.0,5.0,4.0,3.2,3.67,5.0,5.0,2.0
788,nItzzxoaVH7vO90S-INoHA,5.0,5,5.0,3.0,4.0,3.2,3.67,5.0,5.0,2.0
789,nLt-o9SghULX9IVqcgXYQQ,3.0,3,2.0,1.57,4.0,3.2,3.67,5.0,2.0,2.0
790,nOidqR9yk6clKeXbuT_gZg,3.5,2,3.94,3.67,4.0,3.2,3.67,5.0,2.56,3.24
791,nRuhTgsFsfWtFFbmTnJVAA,3.5,5,5.0,2.33,4.67,5.0,5.0,3.0,2.8,4.67
792,nUAWmCpRPTic1k1lGSWKdQ,5.0,2,2.67,2.33,4.67,4.5,5.0,3.0,2.8,1.0
793,nZMXuXw4KObaNOzNPtGaiQ,3.5,6,2.67,3.33,4.67,4.5,5.0,3.0,2.8,4.0
794,ne973VbUkCAUdorXOodb-w,4.0,2,1.0,2.25,4.67,5.0,5.0,3.0,2.8,4.0
795,nh_kQ16QAoXWwqZ05MPfBQ,5.0,3,1.0,4.8,4.67,4.0,5.0,3.0,2.8,4.83
796,nioOM-5RC_JxMaZfQXQnFw,1.0,2,5.0,5.0,4.67,4.0,5.0,3.0,2.8,5.0
797,njNrU2TngwvP0Df6yrti_Q,5.0,5,5.0,5.0,4.67,4.5,5.0,3.0,5.0,5.0
798,nrrFs_wvwjCB4fEhKl0bYw,5.0,4,4.0,4.4,4.67,4.5,3.5,3.0,4.0,3.67
799,o0Z5DoVpUUAz-4N5bA6KSA,3.0,6,4.0,4.25,4.67,4.5,5.0,3.0,4.0,3.0
800,o2w-BJjXqpCMy5bZ5RVRfA,4.5,5,5.0,2.67,4.67,5.0,5.0,3.0,2.0,3.0
801,o4hn9FUOQvwSeqQiy5aTaA,1.5,3,4.14,4.0,4.67,5.0,5.0,3.0,4.5,5.0
802,o5HvvZfYPo1nZ5mB52x2ew,2.0,2,2.7,2.83,5.0,4.67,5.0,3.0,2.55,3.8
803,oCbLmXz_kUeizUiGe0lmuQ,4.5,4,3.42,3.04,5.0,2.82,5.0,3.0,3.29,2.88
804,oDcTa97TuRsNVg8urdw6qA,2.0,2,2.91,2.7,5.0,4.5,1.0,1.83,3.12,2.5
805,oDxK_e70E-UVFJxBcwMQdA,4.0,2,2.0,2.14,4.5,3.0,3.25,3.5,2.33,2.5
806,oG7npPXEuz2T8WklmcCGBA,2.0,3,1.0,2.14,4.5,3.0,3.25,3.5,1.0,4.0
807,oGC5Ag5dt-oyVZQkb57mWQ,5.0,5,5.0,4.0,4.5,3.0,3.25,3.5,4.0,4.0
808,oGYXSVs0ympLy0ur8Qnp7g,3.0,2,3.36,3.35,4.5,3.0,3.25,3.5,3.62,3.5
809,oI11T9CMvVZ3eH-JbR6yAA,5.0,8,3.29,2.5,3.99,5.0,1.0,1.0,4.0,2.14
810,oIl-Sh7ujuEHg0EEPKd3Qg,5.0,2,5.0,2.33,3.99,1.0,3.86,1.0,2.0,2.33
811,oOHgRtOX2NIC3-YwoiGJwA,4.5,2,3.0,4.17,3.99,3.0,3.86,1.0,3.0,3.0
812,oRMA2qjzXPiYE_oYihWNuQ,3.0,2,4.5,3.33,3.99,5.0,3.86,3.95,3.57,3.75
813,oUi5Dhv7_6OgHKAsZMyojQ,2.0,2,4.5,2.4,3.99,5.0,3.86,3.95,1.75,2.75
814,ohdz4bCmJa1gnCwoMtSuPA,4.5,4,4.5,4.0,3.99,4.12,3.86,3.95,3.8,3.2
815,ohz8ljVxcZMo2bMGrBZfgw,3.5,8,4.01,4.08,3.99,4.12,3.86,3.95,3.83,3.72
816,oiVpyFXOAdQUHvQLwr-58g,4.5,2,3.83,4.1,4.12,3.7,2.0,4.52,4.0,4.33
817,orG53sygq3_yW2uegN9ECA,3.0,2,3.5,4.33,4.12,4.57,4.25,4.52,4.0,5.0
818,ot1sUqbDrXEd8BELJZw6IA,3.0,3,4.29,4.0,4.12,4.57,4.25,4.52,4.5,4.12
819,ovFnrmsT5rUpbAQE1r-V0Q,5.0,4,4.6,4.69,5.0,4.0,4.0,3.2,4.0,4.94
820,oyxaoiho0tghLmQQMCa_5w,2.5,2,4.25,3.0,4.5,1.0,4.0,3.2,1.0,5.0
821,p6zSxr2nnRzJJ93LthQftg,4.5,3,4.25,3.77,4.5,1.0,4.0,3.2,4.0,4.0
822,phLWnouPKgNkoRtS6wCYgQ,4.0,5,4.0,2.75,4.5,3.33,4.0,3.2,2.67,3.25
823,pi1DHl64UzYXkVuSwvsUwg,3.5,2,3.9,3.54,4.5,3.92,5.0,3.56,4.62,3.85
824,pif8Io-Jn2veckVGzkEyJw,2.0,3,3.6,3.38,4.5,3.0,5.0,3.1,3.14,4.67
825,ppmYIHMCIL5bocUsJSsDWA,3.5,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
826,q0GIGkG6fgJ3Q6iMNPKamQ,3.0,7,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.75
827,q1v62uMnHppCbXRVO3ux1A,5.0,3,4.86,5.0,5.0,4.0,5.0,5.0,5.0,4.67
828,q2X3RyyJymp9eKqj9nTPAA,3.0,3,5.0,5.0,3.73,5.0,3.12,5.0,5.0,5.0
829,q2wt9Pak2e2WUXtZH1EzNA,4.0,2,5.0,5.0,3.73,4.67,3.12,3.77,5.0,4.0
830,q4i-GbjeSp6ucBDXGE9DqA,4.5,4,4.16,3.0,3.73,4.17,3.12,3.77,3.44,3.95
831,q6HPYvbl4lU3meovq4xGwg,4.0,3,3.0,3.5,5.0,3.4,3.33,3.5,4.5,3.5
832,qCTwVLF00fDJW3DHXBLsYQ,2.5,2,5.0,4.5,5.0,4.0,3.33,3.5,4.5,5.0
833,qErsTQEEaUTvGf-PbqqCzw,3.5,2,4.0,3.75,5.0,4.0,3.33,3.5,4.5,5.0
834,qHFag0AoN6ZP7XKafiRPvA,3.5,4,4.0,3.75,5.0,4.0,3.33,3.5,4.0,2.0
835,qHQPvp6pZ75fB63kOKUPqg,5.0,7,2.38,2.69,5.0,2.67,3.33,3.5,2.72,2.59
836,qK7Y3mWKVIBI2pb9J71bUQ,5.0,6,1.0,2.5,2.12,1.0,2.9,2.2,1.0,1.0
837,qNChnVaoWDS-RFd9NDBPEA,3.5,5,1.0,1.0,2.12,1.0,2.9,2.2,1.0,1.0
838,qVO3l9Q0-KVQE7W9JL9ePw,4.0,7,2.42,2.47,2.12,2.23,2.9,2.2,2.27,2.54
839,qW9YdjLDjqM7vpib6cIYGg,4.5,2,4.0,3.94,4.05,3.0,3.0,3.84,3.67,3.0
840,qbmGke7EaNKTeXWZLA_Xig,3.5,6,2.2,4.0,4.05,3.0,3.88,3.84,3.0,5.0
841,qbxMdV5Lxs_vx9A4ub2ajg,4.5,3,2.2,2.0,4.05,3.0,3.88,3.84,3.0,3.0
842,qeRuUTGDq5yek4XRIY3jzg,3.0,3,2.2,2.25,4.05,4.0,3.88,3.84,2.56,3.0
843,qewI7NG13K0jMk5sZ77Lgg,4.0,11,3.5,5.0,4.05,4.0,3.88,3.84,5.0,3.0
844,qkUZg9V8UU-8uHbuuITp6g,5.0,4,2.0,3.95,4.05,2.62,3.88,3.84,3.0,3.0
845,qprEF1rlMH__B-G76Oc-8A,4.0,2,2.0,3.95,4.05,2.62,3.88,3.84,4.01,1.0
846,qsJkjQoM3Hdg6Gtqp2S9_w,3.5,3,3.81,3.95,4.05,4.14,3.88,3.84,4.01,3.96
847,qx2mnMgIb9PCx8crz17G9Q,5.0,6,5.0,5.0,3.47,3.86,3.33,3.67,4.67,5.0
848,r-wz3rmeNGLBMOqtfXnxog,4.5,9,3.78,3.51,3.47,3.86,3.33,3.68,3.77,3.74
849,r1trJaS4s1JfwnBmw9n9xg,5.0,5,4.0,4.2,2.5,4.0,4.5,3.33,4.0,5.0
850,r5w8qxs-gJtMV5ro_TlW8A,3.0,2,4.0,4.0,2.5,4.0,4.5,3.33,4.0,4.0
851,rFYmB7_Ba1rq04NzZBbRkg,5.0,4,3.32,2.0,2.5,3.0,4.5,3.33,2.0,4.0
852,rIGPzxycWfmGQS3RHpVaNA,4.0,3,3.32,3.17,2.5,3.0,4.5,3.33,4.0,3.86
853,rJRMmiyR8AynlUwSzOF0Kg,5.0,4,5.0,3.0,5.0,4.25,5.0,4.83,4.5,4.0
854,rJYZyjWH_GCMv-JZdykv6g,3.0,3,4.31,4.4,5.0,4.25,5.0,4.83,4.5,4.55
855,rK7t-WZ3UBmPIQu_eBb3xA,3.5,2,5.0,3.0,5.0,5.0,5.0,4.83,3.0,1.0
856,rM1ywMpSpayDONavJRlg7Q,5.0,2,5.0,5.0,5.0,5.0,5.0,4.83,5.0,5.0
857,rQO6-KfH2B_FxNrs6aIbYg,4.0,3,4.75,5.0,5.0,5.0,5.0,4.83,3.44,5.0
858,rTZVcJZ8G80i6NjLw0SW8Q,3.5,6,3.66,3.72,3.52,3.56,3.88,3.54,3.44,3.46
859,rTc1zhJ9n3dcHIJMbSxboA,2.5,2,5.0,5.0,5.0,5.0,3.22,3.56,5.0,3.61
860,r_vyV25Z5aCHYiNYw1pFBQ,5.0,5,3.54,5.0,3.54,5.0,3.22,3.56,5.0,3.61
861,rdE9gg0WB7Z8kRytIMSapg,4.0,14,3.54,3.59,3.54,3.44,3.22,3.56,3.55,3.61
862,rdZRHPoTmKd7fKnEJLjCDA,3.5,3,3.5,4.29,3.25,3.75,5.0,4.75,3.78,4.18
863,roKgLNyvP4lUTXy4_Icjlw,2.5,2,1.0,2.0,3.25,5.0,5.0,4.75,5.0,5.0
864,rtLq4usrI15pDVLpshUl4Q,3.0,2,3.0,4.0,3.25,5.0,5.0,4.75,5.0,5.0
865,s5o2gAlIk9gX-otfiUpFgw,2.0,2,5.0,5.0,3.25,5.0,5.0,4.75,5.0,5.0
866,s6NlcpD-dLM4U7Q1T9uxJA,3.0,2,4.0,3.71,3.25,4.0,4.75,4.75,3.88,3.2
867,s7YTH4riynzl3xMgJJHEjQ,4.5,6,3.38,3.81,3.25,2.75,4.75,4.75,3.41,4.0
868,sDhwuuRKr7Phz_XDYSleAQ,3.5,2,3.9,3.86,3.25,4.4,4.75,4.75,4.6,4.0
869,sKhDrZFCJqfRNylkHrIDsQ,4.0,2,3.45,3.06,3.25,3.0,4.75,4.75,3.7,3.91
870,sRw3ywWIAMqJX92twQehXA,3.0,4,5.0,5.0,3.25,1.0,1.0,3.24,3.0,3.71
871,sZ3AWH6WPq38fEKijvl9vA,3.0,2,3.06,3.94,3.25,3.64,1.0,3.24,3.77,3.71
872,sgtF_x5ppBbIXRUE8XrmVg,5.0,10,3.33,1.0,3.25,3.33,1.0,3.46,4.5,4.67
873,shSYKGuSzXpctURCR9kCFQ,3.0,3,3.34,3.76,3.25,3.4,4.0,3.51,3.22,2.94
874,shqMR8_sSZTz4spuvfD4jg,4.0,2,2.5,4.67,4.03,5.0,5.0,5.0,3.0,5.0
875,snO8Dd7fhBLt25O2o3gzYw,5.0,3,5.0,4.67,4.03,5.0,5.0,5.0,5.0,3.0
876,soFDCWy__fdPcvRgJyW3OA,2.5,4,5.0,4.67,4.03,5.0,5.0,5.0,3.0,3.0
877,suYT-HxZiLe7nFFPqYDwig,3.5,3,5.0,4.67,4.03,5.0,5.0,5.0,5.0,5.0
878,szdXCAagDGX4kA7EPZ0kEw,2.5,4,5.0,5.0,4.03,3.31,3.94,5.0,5.0,5.0
879,t-BogmVlO9o2TxH_ksE-HA,4.5,3,5.0,5.0,4.03,3.31,3.94,5.0,5.0,5.0
880,t2ujQ_kfxB6lvVfv8lHjwg,3.5,3,3.5,3.33,4.03,3.31,3.94,3.75,3.21,3.24
881,t2ykeFfc1DcSVzs5D2dFzw,5.0,5,3.0,2.25,4.03,4.0,3.94,3.75,3.0,2.25
882,tLvbz6VxlWC514DqKas7Eg,2.5,2,3.81,3.33,4.03,4.0,3.94,3.75,3.0,3.5
883,tMYYSWyTppDcF070Hmy-kQ,3.5,5,3.81,3.78,4.03,3.66,3.94,3.75,3.82,3.86
884,tNeVg2xJ8A0gV-B79iLdfQ,4.5,8,5.0,4.67,4.43,5.0,4.0,4.04,5.0,4.5
885,t_hsUKs9eNYZcJP3Fl2cyw,5.0,2,5.0,4.0,4.43,3.5,4.0,4.04,5.0,5.0
886,tfKtmfAHg-XW-okgUPE-WA,3.0,4,4.0,2.67,4.43,1.0,4.0,4.04,3.0,5.0
887,tjjVIsUuTS1zLNpJMoJotQ,5.0,5,4.35,4.5,4.43,4.5,4.0,4.04,4.5,5.0
888,tk7__jHNlFMsfShjv5CJNQ,4.0,11,4.35,3.67,4.43,4.0,4.0,4.04,4.11,4.11
889,tm4MJbmvpT1uKEYHJBYr4Q,3.0,7,2.75,1.0,3.6,3.0,4.0,3.81,3.0,3.5
890,tqN30ZVHlmxbI-uQ4ORyjA,2.5,3,3.54,4.33,3.6,3.61,4.0,3.81,5.0,4.0
891,tstimHoMcYbkSC4eBA1wEg,4.5,6,3.54,3.3,3.6,3.61,4.14,3.81,3.68,4.2
892,tuELRpI9dIKY7p59MMernw,4.0,10,4.07,4.0,5.0,4.42,5.0,5.0,3.67,3.88
893,twENo0qwyBxsrmV6J9jvPA,5.0,8,4.71,5.0,5.0,5.0,5.0,5.0,4.27,4.0
894,txrnn0nUe9-RSowaGAG1PA,3.0,3,4.71,4.28,5.0,4.5,5.0,2.67,4.27,4.79
